contract number,director,contract date,client enterprise
CSE0000468,Audrey Evans,2020-12-24,HSBC Holdings
CSE0000469,Miriam Evans,2006-12-23,Target
CSE0000470,Audrey Evans,2006-05-29,Renault
CSE0000471,Audrey Evans,2020-09-13,Fiat
CSE0000472,Audrey Evans,2002-09-25,Vivendi Universal
CSE0000473,Steven Edwards,2012-11-25,Dai-ichi Mutual Life Insurance
CSE0000474,Miriam Evans,2011-04-03,Goldman Sachs Group
CSE0000475,Miriam Evans,2000-02-09,Delphi Automotive Systems
CSE0000476,Audrey Evans,2011-11-26,Royal Dutch/Shell Group
CSE0000477,Steven Edwards,2017-03-01,NEC
CSE0000478,Miriam Evans,2012-10-26,Hewlett-Packard
CSE0000479,Xu Zhuyu,2000-05-27,MiHoYo
CSE0000480,Audrey Evans,2000-03-07,HypoVereinsbank
CSE0000481,Miriam Evans,2009-03-19,Exxon Mobil
CSE0000482,Audrey Evans,2017-06-07,Peugeot
CSE0000483,Audrey Evans,2002-11-28,Vivendi Universal
CSE0000484,Audrey Evans,2012-02-20,Rwe Group
CSE0000485,Audrey Evans,2001-01-13,Royal Bank of Scotland
CSE0000486,Audrey Evans,2007-08-03,Assicurazioni Generali
CSE0000487,Audrey Evans,2021-04-22,BASF
CSE0000488,Steven Edwards,2006-07-08,Mitsui
CSE0000489,Audrey Evans,2013-02-18,Peugeot
CSE0000490,Miriam Evans,2015-09-28,Johnson & Johnson
CSE0000491,Audrey Evans,2016-08-23,E. ON
CSE0000492,Yang Penglong,2009-01-28,Netease
CSE0000493,Audrey Evans,2001-10-20,Robert Bosch
CSE0000494,Miriam Evans,2017-06-09,Kroger
CSE0000495,Steven Edwards,2015-08-19,Matsushita Electric Industrial
CSE0000496,Steven Edwards,2016-06-28,Mitsubishi Electric
CSE0000497,Miriam Evans,2018-08-26,Fannie Mae
CSE0000498,Miriam Evans,2002-10-24,Pfizer
CSE0000499,Steven Edwards,2009-06-11,Nissho Iwai
CSE0000500,Miriam Evans,2011-11-05,Goldman Sachs Group
CSE0000501,Audrey Evans,2010-08-24,Vivendi Universal
CSE0000502,Audrey Evans,2011-11-16,Credit Suisse
CSE0000503,Miriam Evans,2006-07-29,Exxon Mobil
CSE0000504,Audrey Evans,2012-07-05,Prudential
CSE0000505,Audrey Evans,2015-06-26,CGNU
CSE0000506,Miriam Evans,2003-04-05,Kroger
CSE0000507,Audrey Evans,2020-04-30,Suez
CSE0000508,Miriam Evans,2005-10-02,Boeing
CSE0000509,Steven Edwards,2016-01-11,Mitsubishi Motors
CSE0000510,Miriam Evans,2009-06-10,PDVSA
CSE0000511,Steven Edwards,2017-11-05,Mizuho Holdings
CSE0000512,Steven Edwards,2009-07-07,Meiji Life Insurance
CSE0000513,Miriam Evans,2019-11-21,Verizon Communications
CSE0000514,Audrey Evans,2022-01-07,Repsol YPF
CSE0000515,Steven Edwards,2008-10-04,Nippon Life Insurance
CSE0000516,Miriam Evans,2010-10-21,McKesson HBOC
CSE0000517,Miriam Evans,2014-03-16,Kmart
CSE0000518,Miriam Evans,2001-12-15,Ingram Micro
CSE0000519,Audrey Evans,2010-03-21,Fiat
CSE0000520,Kong Yibo,2013-01-18,Industrial and Commercial Bank of China
CSE0000521,Audrey Evans,2008-11-30,Deutsche Post
CSE0000522,Steven Edwards,2021-11-24,Matsushita Electric Industrial
CSE0000523,Steven Edwards,2016-10-19,Honda Motor
CSE0000524,Audrey Evans,2003-06-28,Electricite De France
CSE0000525,Audrey Evans,2002-04-15,Deutsche Bank
CSE0000526,Audrey Evans,2013-12-31,Credit Suisse
CSE0000527,Kong Yibo,2006-10-03,Meituan
CSE0000528,Yang Penglong,2021-11-19,Huawei
CSE0000529,Steven Edwards,2022-02-07,Nippon Life Insurance
CSE0000530,Kong Yibo,2011-04-22,Sinopec
CSE0000531,Audrey Evans,2007-04-16,Repsol YPF
CSE0000532,Kong Yibo,2014-09-12,Sinopec
CSE0000533,Miriam Evans,2004-04-15,Compaq Computer
CSE0000534,Steven Edwards,2020-08-01,Matsushita Electric Industrial
CSE0000535,Yang Penglong,2003-09-17,China Merchants Bank
CSE0000536,Audrey Evans,2007-05-11,Renault
CSE0000537,Audrey Evans,2013-07-26,Prudential
CSE0000538,Miriam Evans,2005-04-10,Goldman Sachs Group
CSE0000539,Miriam Evans,2007-09-16,Freddie Mac
CSE0000540,Audrey Evans,2009-03-05,Deutsche Telekom
CSE0000541,Audrey Evans,2014-07-31,ABN AMRO Holding
CSE0000542,Audrey Evans,2008-12-02,AXA
CSE0000543,Xu Zhuyu,2004-12-01,Pinduoduo
CSE0000544,Audrey Evans,2004-04-09,BASF
CSE0000545,Audrey Evans,2015-12-16,Siemens
CSE0000546,Miriam Evans,2015-03-18,MetLife
CSE0000547,Audrey Evans,2009-11-05,Renault
CSE0000548,Miriam Evans,2011-08-02,McKesson HBOC
CSE0000549,Kong Yibo,2021-12-17,Industrial and Commercial Bank of China
CSE0000550,Steven Edwards,2000-11-14,Matsushita Electric Industrial
CSE0000551,Audrey Evans,2020-07-21,Ing Group
CSE0000552,Miriam Evans,2014-10-01,Exxon Mobil
CSE0000553,Steven Edwards,2019-11-11,Honda Motor
CSE0000554,Miriam Evans,2011-10-26,AT&T
CSE0000555,Tao Yibo,2020-09-24,Chengdu AIG
CSE0000556,Miriam Evans,2018-03-17,Bank of America Corp.
CSE0000557,Miriam Evans,2008-10-24,State Farm Insurance Cos.
CSE0000558,Xu Zhuyu,2012-01-23,Bilibili
CSE0000559,Audrey Evans,2017-05-11,Fortis
CSE0000560,Steven Edwards,2010-07-28,Fujitsu
CSE0000561,Miriam Evans,2008-06-06,Safeway
CSE0000562,Kong Yibo,2020-03-04,Sinopec
CSE0000563,Miriam Evans,2017-11-27,Boeing
CSE0000564,Miriam Evans,2007-04-22,SBC Communications
CSE0000565,Yang Penglong,2010-05-04,OPPO
CSE0000566,Steven Edwards,2010-02-11,Mizuho Holdings
CSE0000567,Yang Penglong,2019-02-22,Huawei
CSE0000568,Audrey Evans,2020-05-05,Munich Re Group
CSE0000569,Steven Edwards,2017-07-16,Sumitomo Life Insurance
CSE0000570,Audrey Evans,2001-06-09,Peugeot
CSE0000571,Miriam Evans,2005-06-01,General Electric
CSE0000572,Tao Yibo,2006-02-18,Chengdu AIG
CSE0000573,Miriam Evans,2011-11-10,Kmart
CSE0000574,Audrey Evans,2000-10-25,Ing Group
CSE0000575,Miriam Evans,2014-09-21,Procter & Gamble
CSE0000576,Kong Yibo,2010-03-21,Baidu
CSE0000577,Audrey Evans,2013-08-30,Renault
CSE0000578,Miriam Evans,2011-05-21,Freddie Mac
CSE0000579,Steven Edwards,2000-03-16,NEC
CSE0000580,Steven Edwards,2010-12-30,Toyota Motor
CSE0000581,Audrey Evans,2000-04-17,BP
CSE0000582,Miriam Evans,2012-07-14,Sears Roebuck
CSE0000583,Kong Yibo,2004-11-12,Industrial and Commercial Bank of China
CSE0000584,Miriam Evans,2003-07-07,Safeway
CSE0000585,Steven Edwards,2015-04-23,Nissho Iwai
CSE0000586,Miriam Evans,2003-06-20,Pfizer
CSE0000587,Audrey Evans,2013-11-05,Unilever
CSE0000588,Miriam Evans,2003-02-16,Reliant Energy
CSE0000589,Steven Edwards,2004-10-26,Nissho Iwai
CSE0000590,Miriam Evans,2009-09-24,Boeing
CSE0000591,Miriam Evans,2003-01-07,J.C. Penney
CSE0000592,Miriam Evans,2006-06-03,Dell Computer
CSE0000593,Kong Yibo,2005-12-06,Industrial and Commercial Bank of China
CSE0000594,Miriam Evans,2017-11-06,Home Depot
CSE0000595,Steven Edwards,2011-04-03,Sony
CSE0000596,Audrey Evans,2009-01-08,Alcatel
CSE0000597,Miriam Evans,2006-11-06,Target
CSE0000598,Xu Zhuyu,2013-05-16,Bilibili
CSE0000599,Steven Edwards,2016-07-09,Marubeni
CSE0000600,Steven Edwards,2000-10-13,Marubeni
CSE0000601,Audrey Evans,2004-04-17,Fiat
CSE0000602,Steven Edwards,2019-08-01,Meiji Life Insurance
CSE0000603,Miriam Evans,2011-07-19,Intl. Business Machines
CSE0000604,Yang Penglong,2019-05-09,Tencent
CSE0000605,Audrey Evans,2008-10-09,BP
CSE0000606,Miriam Evans,2019-08-10,Fannie Mae
CSE0000607,Audrey Evans,2004-11-28,Electricite De France
CSE0000608,Miriam Evans,2013-09-27,Philip Morris
CSE0000609,Audrey Evans,2019-07-18,Robert Bosch
CSE0000610,Kong Yibo,2005-05-03,Xiaomi
CSE0000611,Miriam Evans,2007-07-13,Texaco
CSE0000612,Miriam Evans,2003-05-07,TIAA-CREF
CSE0000613,Steven Edwards,2018-05-09,Matsushita Electric Industrial
CSE0000614,Miriam Evans,2001-11-06,Conoco
CSE0000615,Yang Penglong,2001-06-01,Tencent
CSE0000616,Audrey Evans,2008-05-05,Munich Re Group
CSE0000617,Audrey Evans,2010-01-13,Volkswagen
CSE0000618,Miriam Evans,2009-01-02,MetLife
CSE0000619,Steven Edwards,2010-01-09,Hitachi
CSE0000620,Audrey Evans,2008-06-04,Unilever
CSE0000621,Miriam Evans,2020-12-12,Albertson's
CSE0000622,Miriam Evans,2016-05-05,Delphi Automotive Systems
CSE0000623,Audrey Evans,2000-05-08,UBS
CSE0000624,Audrey Evans,2007-01-18,BNP Paribas
CSE0000625,Miriam Evans,2019-10-19,Goldman Sachs Group
CSE0000626,Miriam Evans,2010-08-23,Fannie Mae
CSE0000627,Miriam Evans,2002-06-30,Procter & Gamble
CSE0000628,Steven Edwards,2018-04-15,Matsushita Electric Industrial
CSE0000629,Steven Edwards,2018-11-13,NEC
CSE0000630,Miriam Evans,2009-06-27,Procter & Gamble
CSE0000631,Miriam Evans,2002-06-23,Delphi Automotive Systems
CSE0000632,Audrey Evans,2001-08-07,Suez
CSE0000633,Miriam Evans,2018-01-26,Johnson & Johnson
CSE0000634,Miriam Evans,2006-08-15,Berkshire Hathaway
CSE0000635,Audrey Evans,2011-12-21,Suez
CSE0000636,Kong Yibo,2008-02-02,Agricultural Bank of China
CSE0000637,Steven Edwards,2006-04-21,Mitsui
CSE0000638,Steven Edwards,2015-02-04,Mizuho Holdings
CSE0000639,Audrey Evans,2001-01-30,Royal Dutch/Shell Group
CSE0000640,Miriam Evans,2013-06-02,Pfizer
CSE0000641,Miriam Evans,2022-01-28,Boeing
CSE0000642,Miriam Evans,2004-09-07,Costco Wholesale
CSE0000643,Steven Edwards,2012-06-11,Meiji Life Insurance
CSE0000644,Steven Edwards,2000-09-02,SK
CSE0000645,Steven Edwards,2016-10-03,Mitsui
CSE0000646,Steven Edwards,2020-07-31,Sumitomo Life Insurance
CSE0000647,Audrey Evans,2004-05-12,Fortis
CSE0000648,Xu Zhuyu,2006-03-25,Pinduoduo
CSE0000649,Miriam Evans,2018-11-20,Goldman Sachs Group
CSE0000650,Miriam Evans,2016-01-25,Intl. Business Machines
CSE0000651,Miriam Evans,2019-03-04,Enron
CSE0000652,Miriam Evans,2004-09-11,Albertson's
CSE0000653,Audrey Evans,2001-12-22,UBS
CSE0000654,Steven Edwards,2021-12-23,Dai-ichi Mutual Life Insurance
CSE0000655,Miriam Evans,2015-05-10,Intl. Business Machines
CSE0000656,Audrey Evans,2019-05-08,BNP Paribas
CSE0000657,Miriam Evans,2008-03-06,AT&T
CSE0000658,Kong Yibo,2017-12-11,Agricultural Bank of China
CSE0000659,Audrey Evans,2019-07-16,BMW
CSE0000660,Miriam Evans,2019-05-02,Intl. Business Machines
CSE0000661,Miriam Evans,2008-03-18,Albertson's
CSE0000662,Steven Edwards,2004-05-01,Dai-ichi Mutual Life Insurance
CSE0000663,Audrey Evans,2016-08-08,Vivendi Universal
CSE0000664,Audrey Evans,2003-02-12,ENI
CSE0000665,Audrey Evans,2003-01-12,Assicurazioni Generali
CSE0000666,Audrey Evans,2010-02-28,Fiat
CSE0000667,Miriam Evans,2018-10-30,Kmart
CSE0000668,Miriam Evans,2015-02-18,Chevron
CSE0000669,Steven Edwards,2017-10-11,Mitsubishi
CSE0000670,Steven Edwards,2010-10-19,Marubeni
CSE0000671,Miriam Evans,2009-10-06,Dynegy
CSE0000672,Audrey Evans,2007-02-16,DaimlerChrysler
CSE0000673,Miriam Evans,2020-04-22,Texaco
CSE0000674,Steven Edwards,2018-04-12,Honda Motor
CSE0000675,Steven Edwards,2013-12-14,SK
CSE0000676,Yang Penglong,2009-10-12,Tencent
CSE0000677,Steven Edwards,2010-02-06,Samsung
CSE0000678,Steven Edwards,2003-07-03,Nissan Motor
CSE0000679,Miriam Evans,2005-06-04,Merck
CSE0000680,Miriam Evans,2001-01-02,J.C. Penney
CSE0000681,Steven Edwards,2004-05-26,Nippon Life Insurance
CSE0000682,Steven Edwards,2009-12-17,Samsung Electronics
CSE0000683,Miriam Evans,2002-05-12,Enron
CSE0000684,Xu Zhuyu,2014-04-03,Pinduoduo
CSE0000685,Xu Zhuyu,2020-08-02,MiHoYo
CSE0000686,Audrey Evans,2021-07-22,HSBC Holdings
CSE0000687,Miriam Evans,2003-09-22,Merrill Lynch
CSE0000688,Steven Edwards,2000-11-21,Mitsui
CSE0000689,Steven Edwards,2009-04-25,Mitsui
CSE0000690,Steven Edwards,2019-02-27,Nissho Iwai
CSE0000691,Steven Edwards,2004-04-08,Tokyo Electric Power
CSE0000692,Audrey Evans,2005-04-17,Thyssen Krupp
CSE0000693,Miriam Evans,2020-04-12,Sears Roebuck
CSE0000694,Kong Yibo,2015-12-18,China North Industries Group Corporation
CSE0000695,Steven Edwards,2010-05-19,Honda Motor
CSE0000696,Audrey Evans,2020-05-15,Fiat
CSE0000697,Audrey Evans,2018-07-09,HypoVereinsbank
CSE0000698,Audrey Evans,2016-12-01,Carrefour
CSE0000699,Steven Edwards,2017-10-18,Sumitomo Life Insurance
CSE0000700,Audrey Evans,2013-09-07,BT
CSE0000701,Audrey Evans,2014-01-12,ABN AMRO Holding
CSE0000702,Yang Penglong,2011-08-17,Ping An Insurance (Group) Company Of China
CSE0000703,Audrey Evans,2003-05-03,Ing Group
CSE0000704,Kong Yibo,2005-08-12,Agricultural Bank of China
CSE0000705,Audrey Evans,2022-01-22,Allianz
CSE0000706,Miriam Evans,2014-01-18,PDVSA
CSE0000707,Miriam Evans,2015-06-24,Goldman Sachs Group
CSE0000708,Audrey Evans,2021-01-26,Peugeot
CSE0000709,Audrey Evans,2012-06-25,ENI
CSE0000710,Steven Edwards,2006-11-17,Toyota Motor
CSE0000711,Audrey Evans,2014-06-13,DaimlerChrysler
CSE0000712,Audrey Evans,2008-08-09,Siemens
CSE0000713,Yang Penglong,2008-11-08,Netease
CSE0000714,Miriam Evans,2017-10-12,Albertson's
CSE0000715,Audrey Evans,2015-04-14,Fiat
CSE0000716,Miriam Evans,2016-10-11,Chevron
CSE0000717,Steven Edwards,2010-09-10,Mitsubishi
CSE0000718,Miriam Evans,2000-03-30,Berkshire Hathaway
CSE0000719,Audrey Evans,2014-06-04,ABN AMRO Holding
CSE0000720,Miriam Evans,2004-01-08,SBC Communications
CSE0000721,Audrey Evans,2004-04-17,Carrefour
CSE0000722,Steven Edwards,2012-04-06,Mitsui
CSE0000723,Miriam Evans,2001-11-29,Boeing
CSE0000724,Steven Edwards,2000-12-20,Sumitomo
CSE0000725,Audrey Evans,2014-08-25,Royal Dutch/Shell Group
CSE0000726,Audrey Evans,2016-12-12,Koninklijke Ahold
CSE0000727,Kong Yibo,2017-10-19,Sinopec
CSE0000728,Miriam Evans,2003-12-16,Pfizer
CSE0000729,Miriam Evans,2003-06-16,Cardinal Health
CSE0000730,Audrey Evans,2009-08-04,Deutsche Telekom
CSE0000731,Steven Edwards,2009-07-29,Sumitomo Life Insurance
CSE0000732,Steven Edwards,2009-11-05,Tokyo Electric Power
CSE0000733,Yang Penglong,2007-07-17,Netease
CSE0000734,Steven Edwards,2000-08-31,Mitsui
CSE0000735,Steven Edwards,2010-01-13,Sony
CSE0000736,Kong Yibo,2016-02-22,China Petroleum
CSE0000737,Miriam Evans,2004-07-15,Hewlett-Packard
CSE0000738,Audrey Evans,2000-05-30,Fiat
CSE0000739,Miriam Evans,2005-03-05,USX
CSE0000740,Miriam Evans,2016-01-23,Goldman Sachs Group
CSE0000741,Audrey Evans,2013-02-18,Alcatel
CSE0000742,Miriam Evans,2018-10-08,Costco Wholesale
CSE0000743,Audrey Evans,2007-07-08,Alcatel
CSE0000744,Miriam Evans,2000-01-04,Motorola
CSE0000745,Steven Edwards,2002-07-09,Toyota Motor
CSE0000746,Audrey Evans,2010-08-23,L.M. Ericsson
CSE0000747,Steven Edwards,2000-07-09,Tokyo Electric Power
CSE0000748,Steven Edwards,2009-09-20,Nissho Iwai
CSE0000749,Yang Penglong,2011-11-11,Huawei
CSE0000750,Audrey Evans,2004-07-12,Deutsche Post
CSE0000751,Miriam Evans,2002-03-12,Sears Roebuck
CSE0000752,Tao Yibo,2015-01-29,Chengdu AIG
CSE0000753,Xu Zhuyu,2019-06-13,Bilibili
CSE0000754,Steven Edwards,2017-04-26,Toyota Motor
CSE0000755,Audrey Evans,2016-11-11,Koninklijke Ahold
CSE0000756,Steven Edwards,2021-09-01,Mizuho Holdings
CSE0000757,Miriam Evans,2009-06-16,MetLife
CSE0000758,Miriam Evans,2007-05-22,Pemex
CSE0000759,Audrey Evans,2017-04-09,Thyssen Krupp
CSE0000760,Xu Zhuyu,2008-02-11,Alibaba
CSE0000761,Steven Edwards,2011-10-24,Matsushita Electric Industrial
CSE0000762,Steven Edwards,2001-01-14,Marubeni
CSE0000763,Steven Edwards,2021-06-15,Nippon Life Insurance
CSE0000764,Miriam Evans,2020-07-30,Verizon Communications
CSE0000765,Steven Edwards,2018-08-07,Marubeni
CSE0000766,Steven Edwards,2007-01-19,Itochu
CSE0000767,Miriam Evans,2003-11-20,McKesson HBOC
CSE0000768,Audrey Evans,2005-12-02,Total Fina Elf
CSE0000769,Miriam Evans,2015-07-16,Boeing
CSE0000770,Steven Edwards,2002-12-22,Itochu
CSE0000771,Audrey Evans,2007-02-12,Fiat
CSE0000772,Yang Penglong,2012-10-12,China Merchants Bank
CSE0000773,Miriam Evans,2021-03-27,J.P. Morgan Chase
CSE0000774,Steven Edwards,2018-02-25,Nissan Motor
CSE0000775,Yang Penglong,2000-05-12,Ping An Insurance (Group) Company Of China
CSE0000776,Audrey Evans,2009-12-15,Metro
CSE0000777,Miriam Evans,2011-03-21,Intl. Business Machines
CSE0000778,Audrey Evans,2006-07-08,Allianz
CSE0000779,Miriam Evans,2018-11-14,Intel
CSE0000780,Audrey Evans,2005-05-02,Assicurazioni Generali
CSE0000781,Miriam Evans,2005-04-01,Compaq Computer
CSE0000782,Audrey Evans,2016-02-04,Unilever
CSE0000783,Steven Edwards,2019-07-05,Nissan Motor
CSE0000784,Audrey Evans,2006-01-18,Rwe Group
CSE0000785,Miriam Evans,2001-04-18,WorldCom
CSE0000786,Miriam Evans,2001-04-29,Citigroup
CSE0000787,Audrey Evans,2009-12-27,CGNU
CSE0000788,Miriam Evans,2018-07-18,SBC Communications
CSE0000789,Audrey Evans,2015-06-24,Electricite De France
CSE0000790,Yang Penglong,2002-04-23,OPPO
CSE0000791,Miriam Evans,2004-06-21,Allstate
CSE0000792,Steven Edwards,2001-12-18,Sony
CSE0000793,Miriam Evans,2003-05-18,Boeing
CSE0000794,Audrey Evans,2021-08-12,Deutsche Telekom
CSE0000795,Audrey Evans,2013-06-07,UBS
CSE0000796,Steven Edwards,2021-09-01,Nippon Life Insurance
CSE0000797,Kong Yibo,2001-08-02,Industrial and Commercial Bank of China
CSE0000798,Steven Edwards,2002-05-01,Mizuho Holdings
CSE0000799,Audrey Evans,2012-01-15,BMW
CSE0000800,Miriam Evans,2012-01-11,Wal-Mart Stores
CSE0000801,Audrey Evans,2010-09-06,BNP Paribas
CSE0000802,Audrey Evans,2010-12-30,Suez
CSE0000803,Steven Edwards,2013-11-07,Dai-ichi Mutual Life Insurance
CSE0000804,Audrey Evans,2005-10-17,BASF
CSE0000805,Miriam Evans,2011-09-28,Bank of America Corp.
CSE0000806,Audrey Evans,2013-01-20,Deutsche Post
CSE0000807,Audrey Evans,2000-12-20,Koninklijke Ahold
CSE0000808,Miriam Evans,2010-02-14,Merck
CSE0000809,Miriam Evans,2021-08-03,Exxon Mobil
CSE0000810,Miriam Evans,2012-07-26,MetLife
CSE0000811,Miriam Evans,2004-04-10,Kroger
CSE0000812,Miriam Evans,2014-10-30,Kmart
CSE0000813,Audrey Evans,2014-09-13,Koninklijke Ahold
CSE0000814,Miriam Evans,2005-10-03,State Farm Insurance Cos.
CSE0000815,Miriam Evans,2012-11-08,Intel
CSE0000816,Audrey Evans,2018-04-16,Renault
CSE0000817,Audrey Evans,2001-12-28,Vivendi Universal
CSE0000818,Audrey Evans,2012-04-12,Volkswagen
CSE0000819,Kong Yibo,2012-01-11,State Power Corporation
CSE0000820,Audrey Evans,2007-01-21,Metro
CSE0000821,Miriam Evans,2005-07-10,Dell Computer
CSE0000822,Miriam Evans,2000-07-29,Costco Wholesale
CSE0000823,Audrey Evans,2003-03-05,Siemens
CSE0000824,Kong Yibo,2021-06-21,Sinopec
CSE0000825,Miriam Evans,2001-10-14,USX
CSE0000826,Audrey Evans,2013-12-18,BT
CSE0000827,Audrey Evans,2006-11-11,BT
CSE0000828,Audrey Evans,2004-05-30,Total Fina Elf
CSE0000829,Miriam Evans,2009-11-11,Intel
CSE0000830,Miriam Evans,2016-03-08,Intl. Business Machines
CSE0000831,Steven Edwards,2002-12-18,Sumitomo Life Insurance
CSE0000832,Miriam Evans,2016-04-21,Albertson's
CSE0000833,Audrey Evans,2006-07-31,Fiat
CSE0000834,Steven Edwards,2002-03-20,Mitsubishi Electric
CSE0000835,Kong Yibo,2004-12-08,Agricultural Bank of China
CSE0000836,Audrey Evans,2022-02-16,Metro
CSE0000837,Miriam Evans,2015-02-21,J.P. Morgan Chase
CSE0000838,Steven Edwards,2011-10-14,Itochu
CSE0000839,Kong Yibo,2014-01-03,China Electronics Technology Group Corporation
CSE0000840,Miriam Evans,2015-06-07,United Parcel Service
CSE0000841,Miriam Evans,2004-10-04,Compaq Computer
CSE0000842,Miriam Evans,2021-03-20,Intl. Business Machines
CSE0000843,Miriam Evans,2011-05-25,Lucent Technologies
CSE0000844,Audrey Evans,2021-10-18,BT
CSE0000845,Miriam Evans,2005-06-04,McKesson HBOC
CSE0000846,Miriam Evans,2013-06-20,Pfizer
CSE0000847,Kong Yibo,2007-04-22,China North Industries Group Corporation
CSE0000848,Kong Yibo,2008-09-18,Sina
CSE0000849,Steven Edwards,2000-12-15,Samsung Electronics
CSE0000850,Steven Edwards,2010-11-02,Marubeni
CSE0000851,Kong Yibo,2010-01-02,Meituan
CSE0000852,Steven Edwards,2003-06-03,Fujitsu
CSE0000853,Miriam Evans,2001-10-29,Chevron
CSE0000854,Steven Edwards,2001-12-18,Nissho Iwai
CSE0000855,Steven Edwards,2008-03-15,Tokyo Electric Power
CSE0000856,Steven Edwards,2016-01-04,Tokyo Electric Power
CSE0000857,Miriam Evans,2006-04-05,Kmart
CSE0000858,Audrey Evans,2005-12-31,Siemens
CSE0000859,Audrey Evans,2005-06-09,Deutsche Telekom
CSE0000860,Audrey Evans,2016-09-05,Royal Philips Electronics
CSE0000861,Miriam Evans,2020-11-26,Pfizer
CSE0000862,Yang Penglong,2003-10-04,China Merchants Bank
CSE0000863,Steven Edwards,2009-01-21,Meiji Life Insurance
CSE0000864,Miriam Evans,2016-09-08,Exxon Mobil
CSE0000865,Miriam Evans,2020-01-23,Bank of America Corp.
CSE0000866,Xu Zhuyu,2003-09-17,Pinduoduo
CSE0000867,Audrey Evans,2000-10-20,BT
CSE0000868,Steven Edwards,2001-05-28,Nissho Iwai
CSE0000869,Miriam Evans,2000-11-08,Wal-Mart Stores
CSE0000870,Audrey Evans,2006-07-14,Alcatel
CSE0000871,Audrey Evans,2007-11-05,Allianz
CSE0000872,Kong Yibo,2007-09-28,State Power Corporation
CSE0000873,Steven Edwards,2014-12-11,SK
CSE0000874,Audrey Evans,2018-10-17,UBS
CSE0000875,Steven Edwards,2006-01-13,Fujitsu
CSE0000876,Audrey Evans,2001-04-14,Carrefour
CSE0000877,Miriam Evans,2008-10-29,Merck
CSE0000878,Tao Yibo,2015-05-31,Chengdu AIG
CSE0000879,Miriam Evans,2011-08-30,Reliant Energy
CSE0000880,Miriam Evans,2008-11-22,Enron
CSE0000881,Miriam Evans,2012-04-19,Pfizer
CSE0000882,Tao Yibo,2011-01-17,Chengdu AIG
CSE0000883,Steven Edwards,2016-09-13,Sumitomo
CSE0000884,Miriam Evans,2014-06-19,Berkshire Hathaway
CSE0000885,Miriam Evans,2006-04-11,E.I. du Pont de Nemours
CSE0000886,Miriam Evans,2011-06-25,Intel
CSE0000887,Steven Edwards,2007-12-12,Mitsubishi Electric
CSE0000888,Miriam Evans,2005-06-12,Motorola
CSE0000889,Audrey Evans,2004-01-19,Deutsche Telekom
CSE0000890,Miriam Evans,2021-07-28,Berkshire Hathaway
CSE0000891,Audrey Evans,2021-07-21,BP
CSE0000892,Steven Edwards,2017-12-27,Mitsui
CSE0000893,Miriam Evans,2005-10-30,General Electric
CSE0000894,Steven Edwards,2014-04-13,Hitachi
CSE0000895,Audrey Evans,2007-03-20,HSBC Holdings
CSE0000896,Audrey Evans,2019-06-09,Munich Re Group
CSE0000897,Steven Edwards,2017-03-21,Sony
CSE0000898,Miriam Evans,2020-03-21,Philip Morris
CSE0000899,Miriam Evans,2000-04-28,J.P. Morgan Chase
CSE0000900,Steven Edwards,2011-08-31,Tokyo Electric Power
CSE0000901,Audrey Evans,2019-01-27,Renault
CSE0000902,Steven Edwards,2004-04-20,Mitsubishi Motors
CSE0000903,Miriam Evans,2019-09-12,Cardinal Health
CSE0000904,Audrey Evans,2021-09-27,Vivendi Universal
CSE0000905,Yang Penglong,2009-01-26,Netease
CSE0000906,Miriam Evans,2007-11-06,Enron
CSE0000907,Miriam Evans,2002-11-28,Cardinal Health
CSE0000908,Audrey Evans,2008-12-18,Munich Re Group
CSE0000909,Steven Edwards,2010-12-21,Toshiba
CSE0000910,Kong Yibo,2009-10-13,Bank Of China
CSE0000911,Audrey Evans,2007-02-02,BT
CSE0000912,Steven Edwards,2013-11-05,Sumitomo
CSE0000913,Miriam Evans,2001-09-12,AT&T
CSE0000914,Miriam Evans,2016-12-27,Ford Motor
CSE0000915,Audrey Evans,2009-07-08,Fiat
CSE0000916,Audrey Evans,2004-05-22,ENI
CSE0000917,Kong Yibo,2001-12-10,State Power Corporation
CSE0000918,Yang Penglong,2012-09-14,Netease
CSE0000919,Audrey Evans,2019-07-10,DaimlerChrysler
CSE0000920,Miriam Evans,2014-11-29,Lucent Technologies
CSE0000921,Audrey Evans,2002-07-12,Total Fina Elf
